,pokedex_number,image_url,name,types,abilities,base_stats
949,#0950,/pokedex-sv/icon/new/950.png,Klawf,['rock'],"Anger Shell, Shell Armor, Regenerator","['70', '100', '115', '35', '55', '75']"
950,#0951,/pokedex-sv/icon/new/951.png,Capsakid,['grass'],"Chlorophyll, Insomnia, Klutz","['50', '62', '40', '62', '40', '50']"
951,#0952,/pokedex-sv/icon/new/952.png,Scovillain,"['grass', 'fire']","Chlorophyll, Insomnia, Moody","['65', '108', '65', '108', '65', '75']"
952,#0953,/pokedex-sv/icon/new/953.png,Rellor,['bug'],"Compoundeyes, Shed Skin","['41', '50', '60', '31', '58', '30']"
953,#0954,/pokedex-sv/icon/new/954.png,Rabsca,"['bug', 'psychic']","Synchronize, Telepathy","['75', '50', '85', '115', '100', '45']"
954,#0955,/pokedex-sv/icon/new/955.png,Flittle,['psychic'],"Anticipation, Frisk, Speed Boost","['30', '35', '30', '55', '30', '75']"
955,#0956,/pokedex-sv/icon/new/956.png,Espathra,['psychic'],"Opportunist, Frisk, Speed Boost","['95', '60', '60', '101', '60', '105']"
956,#0957,/pokedex-sv/icon/new/957.png,Tinkatink,"['fairy', 'steel']","Mold Breaker, Own Tempo, Pickpocket","['50', '45', '45', '35', '64', '58']"
957,#0958,/pokedex-sv/icon/new/958.png,Tinkatuff,"['fairy', 'steel']","Mold Breaker, Own Tempo, Pickpocket","['65', '55', '55', '45', '82', '78']"
958,#0959,/pokedex-sv/icon/new/959.png,Tinkaton,"['fairy', 'steel']","Mold Breaker, Own Tempo, Pickpocket","['85', '75', '77', '70', '105', '94']"
959,#0960,/pokedex-sv/icon/new/960.png,Wiglett,['water'],"Gooey, Rattled, Sand Veil","['10', '55', '25', '35', '25', '95']"
960,#0961,/pokedex-sv/icon/new/961.png,Wugtrio,['water'],"Gooey, Rattled, Sand Veil","['35', '100', '50', '50', '70', '120']"
961,#0962,/pokedex-sv/icon/new/962.png,Bombirdier,"['flying', 'dark']","Big Pecks, Keen Eye, Rocky Payload","['70', '103', '85', '60', '85', '82']"
962,#0963,/pokedex-sv/icon/new/963.png,Finizen,['water'],Water Veil,"['70', '45', '40', '45', '40', '75']"
963,#0964,/pokedex-sv/icon/new/964.png,Palafin,['water'],Zero to Hero,"['100', '70', '72', '53', '62', '100']"
964,#0965,/pokedex-sv/icon/new/965.png,Varoom,"['steel', 'poison']","Overcoat, Slow Start","['45', '70', '63', '30', '45', '47']"
965,#0966,/pokedex-sv/icon/new/966.png,Revavroom,"['steel', 'poison']","Overcoat, Filter","['80', '119', '90', '54', '67', '90']"
966,#0967,/pokedex-sv/icon/new/967.png,Cyclizar,"['dragon', 'normal']","Shed Skin, Regenerator","['70', '95', '65', '85', '65', '121']"
967,#0968,/pokedex-sv/icon/new/968.png,Orthworm,['steel'],"Earth Eater, Sand Veil","['70', '85', '145', '60', '55', '65']"
968,#0969,/pokedex-sv/icon/new/969.png,Glimmet,"['rock', 'poison']","Toxic Debris, Corrosion","['48', '35', '42', '105', '60', '60']"
969,#0970,/pokedex-sv/icon/new/970.png,Glimmora,"['rock', 'poison']","Toxic Debris, Corrosion","['83', '55', '90', '130', '81', '86']"
970,#0971,/pokedex-sv/icon/new/971.png,Greavard,['ghost'],"Pickup, Fluffy","['50', '61', '60', '30', '55', '34']"
971,#0972,/pokedex-sv/icon/new/972.png,Houndstone,['ghost'],"Sand Rush, Fluffy","['72', '101', '100', '50', '97', '68']"
972,#0973,/pokedex-sv/icon/new/973.png,Flamigo,"['flying', 'fighting']","Scrappy, Tangled Feet, Costar","['82', '115', '74', '75', '64', '90']"
973,#0974,/pokedex-sv/icon/new/974.png,Cetoddle,['ice'],"Thick Fat, Snow Cloak, Sheer Force","['108', '68', '45', '30', '40', '43']"
974,#0975,/pokedex-sv/icon/new/975.png,Cetitan,['ice'],"Thick Fat, Slush Rush, Sheer Force","['170', '113', '65', '45', '55', '73']"
975,#0976,/pokedex-sv/icon/new/976.png,Veluza,"['water', 'psychic']","Mold Breaker, Sharpness","['90', '102', '73', '78', '65', '70']"
976,#0977,/pokedex-sv/icon/new/977.png,Dondozo,['water'],"Unaware, Oblivious, Water Veil","['150', '100', '115', '65', '65', '35']"
977,#0978,/pokedex-sv/icon/new/978.png,Tatsugiri,"['dragon', 'water']","Commander, Storm Drain","['68', '50', '60', '120', '95', '82']"
978,#0979,/pokedex-sv/icon/new/979.png,Annihilape,"['fighting', 'ghost']","Vital Spirit, Inner Focus, Defiant","['110', '115', '80', '50', '90', '90']"
979,#0980,/pokedex-sv/icon/new/980.png,Clodsire,"['poison', 'ground']","Poison Point, Water Absorb, Unaware","['130', '75', '60', '45', '100', '20']"
980,#0981,/pokedex-sv/icon/new/981.png,Farigiraf,"['normal', 'psychic']","Cud Chew, Armor Tail, Sap Sipper","['120', '90', '70', '110', '70', '60']"
981,#0982,/pokedex-sv/icon/new/982.png,Dudunsparce,['normal'],"Serene Grace, Run Away, Rattled","['125', '100', '80', '85', '75', '55']"
982,#0983,/pokedex-sv/icon/new/983.png,Kingambit,"['dark', 'steel']","Defiant, Supreme Overlord, Pressure","['100', '135', '120', '60', '85', '50']"
983,#0984,/pokedex-sv/icon/new/984.png,Great Tusk,"['ground', 'fighting']",Protosynthesis,"['115', '131', '131', '53', '53', '87']"
984,#0985,/pokedex-sv/icon/new/985.png,Scream Tail,"['fairy', 'psychic']",Protosynthesis,"['115', '65', '99', '65', '115', '111']"
985,#0986,/pokedex-sv/icon/new/986.png,Brute Bonnet,"['grass', 'dark']",Protosynthesis,"['111', '127', '99', '79', '99', '55']"
986,#0987,/pokedex-sv/icon/new/987.png,Flutter Mane,"['ghost', 'fairy']",Protosynthesis,"['55', '55', '55', '135', '135', '135']"
987,#0988,/pokedex-sv/icon/new/988.png,Slither Wing,"['bug', 'fighting']",Protosynthesis,"['85', '135', '79', '85', '105', '81']"
988,#0989,/pokedex-sv/icon/new/989.png,Sandy Shocks,"['electric', 'ground']",Protosynthesis,"['85', '81', '97', '121', '85', '101']"
989,#0990,/pokedex-sv/icon/new/990.png,Iron Treads,"['ground', 'steel']",Quark Drive,"['90', '112', '120', '72', '70', '106']"
990,#0991,/pokedex-sv/icon/new/991.png,Iron Bundle,"['ice', 'water']",Quark Drive,"['56', '80', '114', '124', '60', '136']"
991,#0992,/pokedex-sv/icon/new/992.png,Iron Hands,"['fighting', 'electric']",Quark Drive,"['154', '140', '108', '50', '68', '50']"
992,#0993,/pokedex-sv/icon/new/993.png,Iron Jugulis,"['dark', 'flying']",Quark Drive,"['94', '80', '86', '122', '80', '108']"
993,#0994,/pokedex-sv/icon/new/994.png,Iron Moth,"['fire', 'poison']",Quark Drive,"['80', '70', '60', '140', '110', '110']"
994,#0995,/pokedex-sv/icon/new/995.png,Iron Thorns,"['rock', 'electric']",Quark Drive,"['100', '134', '110', '70', '84', '72']"
995,#0996,/pokedex-sv/icon/new/996.png,Frigibax,"['dragon', 'ice']","Thermal Exchange, Ice Body","['65', '75', '45', '35', '45', '55']"
996,#0997,/pokedex-sv/icon/new/997.png,Arctibax,"['dragon', 'ice']","Thermal Exchange, Ice Body","['90', '95', '66', '45', '65', '62']"
997,#0998,/pokedex-sv/icon/new/998.png,Baxcalibur,"['dragon', 'ice']","Thermal Exchange, Ice Body","['115', '145', '92', '75', '86', '87']"
998,#0999,/pokedex-sv/icon/new/999.png,Gimmighoul,['ghost'],Rattled,"['45', '30', '70', '75', '70', '10']"
999,#1000,/pokedex-sv/icon/new/1000.png,Gholdengo,"['steel', 'ghost']",Good as Gold,"['87', '60', '95', '133', '91', '84']"
1000,#1001,/pokedex-sv/icon/new/1001.png,Wo-Chien,"['dark', 'grass']",Tablets of Ruin,"['85', '85', '100', '95', '135', '70']"
1001,#1002,/pokedex-sv/icon/new/1002.png,Chien-Pao,"['dark', 'ice']",Sword of Ruin,"['80', '120', '80', '90', '65', '135']"
1002,#1003,/pokedex-sv/icon/new/1003.png,Ting-Lu,"['dark', 'ground']",Vessel of Ruin,"['155', '110', '125', '55', '80', '45']"
1003,#1004,/pokedex-sv/icon/new/1004.png,Chi-Yu,"['dark', 'fire']",Beads of Ruin,"['55', '80', '80', '135', '120', '100']"
1004,#1005,/pokedex-sv/icon/new/1005.png,Roaring Moon,"['dragon', 'dark']",Protosynthesis,"['105', '139', '71', '55', '101', '119']"
1005,#1006,/pokedex-sv/icon/new/1006.png,Iron Valiant,"['fairy', 'fighting']",Quark Drive,"['74', '130', '90', '120', '60', '116']"
1006,#1007,/pokedex-sv/icon/new/1007.png,Koraidon,"['fighting', 'dragon']",Orichalcum Pulse,"['100', '135', '115', '85', '100', '135']"
1007,#1008,/pokedex-sv/icon/new/1008.png,Miraidon,"['electric', 'dragon']",Hadron Engine,"['100', '85', '100', '135', '115', '135']"
1008,#1009,/pokedex-sv/icon/new/1009.png,Walking Wake,"['water', 'dragon']",Protosynthesis,"['99', '83', '91', '125', '83', '109']"
1009,#1010,/pokedex-sv/icon/new/1010.png,Iron Leaves,"['grass', 'psychic']",Quark Drive,"['90', '130', '88', '70', '108', '104']"
1010,#1011,/pokedex-sv/icon/new/1011.png,Dipplin,"['grass', 'dragon']","Supersweet Syrup, Gluttony, Sticky Hold","['80', '80', '110', '95', '80', '40']"
1011,#1012,/pokedex-sv/icon/new/1012.png,Poltchageist,"['grass', 'ghost']","Hospitality, Heatproof","['40', '45', '45', '74', '54', '50']"
1012,#1013,/pokedex-sv/icon/new/1013.png,Sinistcha,"['grass', 'ghost']","Hospitality, Heatproof","['71', '60', '106', '121', '80', '70']"
1013,#1014,/pokedex-sv/icon/new/1014.png,Okidogi,"['poison', 'fighting']","Toxic Chain, Guard Dog","['88', '128', '115', '58', '86', '80']"
1014,#1015,/pokedex-sv/icon/new/1015.png,Munkidori,"['poison', 'psychic']","Toxic Chain, Frisk","['88', '75', '66', '130', '90', '106']"
1015,#1016,/pokedex-sv/icon/new/1016.png,Fezandipiti,"['poison', 'fairy']","Toxic Chain, Technician","['88', '91', '82', '70', '125', '99']"
1016,#1017,/pokedex-sv/icon/new/1017.png,Ogerpon,['grass'],Defiant,"['80', '120', '84', '60', '96', '110']"
1017,#1018,/pokedex-sv/icon/new/1018.png,Archaludon,"['steel', 'dragon']","Stamina, Sturdy, Stalwart","['90', '105', '130', '125', '65', '85']"
1018,#1019,/pokedex-sv/icon/new/1019.png,Hydrapple,"['grass', 'dragon']","Supersweet Syrup, Regenerator, Sticky Hold","['106', '80', '110', '120', '80', '44']"
1019,#1020,/pokedex-sv/icon/new/1020.png,Gouging Fire,"['fire', 'dragon']",Protosynthesis,"['105', '115', '121', '65', '93', '91']"
1020,#1021,/pokedex-sv/icon/new/1021.png,Raging Bolt,"['electric', 'dragon']",Protosynthesis,"['125', '73', '91', '137', '89', '75']"
1021,#1022,/pokedex-sv/icon/new/1022.png,Iron Boulder,"['rock', 'psychic']",Quark Drive,"['90', '120', '80', '68', '108', '124']"
1022,#1023,/pokedex-sv/icon/new/1023.png,Iron Crown,"['steel', 'psychic']",Quark Drive,"['90', '72', '100', '122', '108', '98']"
1023,#1024,/pokedex-sv/icon/new/1024.png,Terapagos,['normal'],Tera Shift,"['90', '65', '85', '65', '85', '60']"
1024,#1025,/pokedex-sv/icon/new/1025.png,Pecharunt,"['poison', 'ghost']",Poison Puppeteer,"['88', '88', '160', '88', '88', '88']"
